,recipe_title,총합_에너지(kcal),총합_수분(g),총합_단백질(g),총합_지방(g),총합_회분(g),총합_탄수화물(g),총합_당류(g),총합_식이섬유(g),총합_칼슘(mg),총합_철(mg),총합_인(mg),총합_칼륨(mg),총합_나트륨(mg),총합_비타민a(μg rae),총합_레티놀(μg),총합_베타카로틴(μg),총합_티아민(mg),총합_리보플라빈(mg),총합_니아신(mg),총합_비타민c(mg),총합_비타민d(μg),총합_콜레스테롤(mg),총합_포화지방산(g),총합_트랜스지방산(g),총합_폐기율(%)
960,Salted Butter ))) 집에서 과자 만들기 | 갈레트브루통 이 레시피로 만들어 보세요 : 구움과자 가염버터,0.096,0.034,0.0,0.0,0.542,0.024,0.0,0.0,0.894,0.158,0.0,0.75,237.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,고등어 조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,연남/인사동에서 HOT한 디저트 레시피 빠밤! 달콤 쫄깃한 마약 디저트~인절미꼬치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,고구마 갈라! 버터 넣어! 세상 간단한 달다구리 치즈버터고구마♥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,마늘스틱,46.95,2.16,0.057,0.003,0.07,12.71,10.077,0.0,1.5,0.021,1.2,30.45,0.15,0.0,0.0,0.0,0.0,0.213,0.038,0.0,0.0,0.0,0.002,0.0,0.0
965,닭봉오븐구이,130.0,174.8,6.16,6.64,1.34,11.06,8.24,0.0,226.0,0.1,168.0,286.0,72.0,110.0,110.0,0.0,0.04,0.324,0.6,1.6,0.0,19.4,4.34,0.28,0.0
966,바나나텔라,314.0,14.3,3.8,0.4,3.0,78.5,53.9,7.0,26.0,1.1,84.0,1300.0,1.0,56.0,0.0,670.0,0.07,0.12,1.4,0.0,0.0,0.0,0.15,0.0,0.0
967,칼칼하게 먹는 고등어 두반장조림,66.55,3.625,0.302,4.982,1.064,5.029,4.657,0.02,6.5,0.155,11.05,40.35,401.65,0.05,0.0,0.55,0.007,0.009,0.044,0.0,0.0,0.0,0.732,0.014,0.0
968,에어프라이어 겉바 속촉 고구마 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,갈치조림 만들기,3.466,2.549,0.175,0.009,0.048,0.719,0.074,0.105,0.315,0.021,4.201,14.354,6.967,0.0,0.0,0.0,0.004,0.001,0.013,0.056,0.0,0.0,0.002,0.0,0.0
970,고등어조림 만들기,158.85,37.395,8.644,3.794,11.79,28.39,7.983,17.145,53.1,2.498,208.35,1439.1,3605.4,276.3,0.0,3313.35,0.256,1.021,4.185,0.0,0.0,0.0,0.666,0.023,0.0
971,시래기 고등어조림 만드는 법,132.3,44.25,8.691,3.567,13.122,20.386,5.427,12.21,58.35,2.251,188.25,1128.9,4376.25,184.35,0.0,2209.95,0.258,0.724,3.022,0.0,0.0,0.0,0.596,0.018,0.0
972,광어 데리야끼소스 조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,옥수수치즈 오븐구이,19.32,0.199,0.006,0.001,1.816,4.978,4.642,0.0,5.38,0.562,0.05,7.2,793.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,오븐으로 구운계란 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,군고구마 만들기~,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,묵은지 고등어보쌈,28.5,0.128,0.009,0.002,0.015,7.348,6.964,0.0,3.6,0.052,0.075,7.05,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,오스트리아의 대표 디저트 자허토르테,152.0,0.68,0.048,0.008,0.08,39.188,37.14,0.0,19.2,0.276,0.4,37.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,바스크 치즈케이크 끼리치즈 바닐라빈 노오븐 홈베이킹 일상 (feat. 에어프라이어) 치즈케이크레시피,190.0,0.85,0.06,0.01,0.1,48.985,46.425,0.0,24.0,0.345,0.5,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,고등어 무청시래기조림,7.1,2.91,0.68,0.344,0.704,0.363,0.02,0.24,5.7,0.162,10.4,23.65,257.6,0.05,0.0,0.35,0.022,0.009,0.034,0.0,0.0,0.0,0.05,0.001,0.0
980,웨지감자,947.6,394.0,11.7,60.45,4.5,89.35,0.0,9.5,25.0,2.45,250.0,1755.0,5.0,8.6,0.0,82.6,0.6,0.26,0.55,0.0,0.0,0.0,9.124,0.018,0.0
981,접시 하나로 간단하게♪마카로니 치즈!,57.45,7.05,3.634,0.526,1.554,12.237,0.206,0.0,348.85,0.782,77.0,141.35,8.8,13.35,2.75,126.0,0.059,0.246,0.375,12.04,0.0,0.485,0.108,0.007,0.0
982,텃밭의 수확한 알감자로 만든 치즈감자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,양념이 쏙쏙 베여서 맛있는 일본 가정식 고기 반찬 니꾸쟈가 にくじゃが,551.2,507.69,14.422,3.045,11.393,123.462,32.432,10.32,77.1,3.085,331.6,2228.3,2425.1,303.0,0.0,3614.0,0.682,0.303,1.831,3.8,0.0,0.0,0.13,0.0,12.0
984,가자미조림,169.35,44.397,6.717,2.553,11.065,34.287,19.46,11.616,50.16,1.878,159.0,1084.2,3606.78,184.2,0.0,2208.9,0.192,0.697,2.938,0.756,0.0,0.0,0.445,0.015,0.0
985,콩가루향이 가득한 건빵 쿠키 만들기,0.32,0.114,0.0,0.0,1.806,0.08,0.0,0.0,2.98,0.528,0.0,2.5,792.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,초코&딸기 머핀,513.0,182.18,19.352,25.616,2.712,50.142,25.162,0.0,312.4,5.818,633.6,312.6,199.2,383.0,383.0,0.0,0.372,1.019,0.98,1.28,0.0,15.52,3.472,0.224,0.0
987,돼지목살 생강조림롤 만들기,3.4,7.06,0.592,0.003,2.101,0.247,0.029,0.04,3.9,0.066,12.1,65.7,799.9,0.0,0.0,0.0,0.014,0.011,0.087,0.0,0.0,0.0,0.0,0.0,0.0
988,고등어무조림 만드는 법,212.7,16.23,10.014,6.074,5.225,37.461,10.532,23.34,64.5,3.421,236.4,1595.55,780.6,368.55,0.0,4418.85,0.324,1.323,5.16,0.0,0.0,0.0,1.04,0.033,0.0
989,브래드 푸딩,26.0,34.96,1.232,1.328,0.268,2.212,1.648,0.0,45.2,0.02,33.6,57.2,14.4,22.0,22.0,0.0,0.008,0.065,0.12,0.32,0.0,3.88,0.868,0.056,0.0
990,닭날개 간장조림,87.84,63.881,5.346,0.03,20.294,16.979,14.188,0.36,44.535,1.094,109.05,607.275,7796.077,0.0,0.0,0.0,0.126,0.098,0.783,0.0,0.0,0.0,0.0,0.0,0.0
991,맥도날드 콘파이 만들기 식빵요리,114.0,0.51,0.036,0.006,0.06,29.391,27.855,0.0,14.4,0.207,0.3,28.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,영광굴비로 만든 굴비요리,62.1,10.845,0.906,0.008,3.182,15.066,13.971,0.06,13.05,0.202,18.3,112.65,1202.55,0.0,0.0,0.0,0.021,0.016,0.13,0.0,0.0,0.0,0.0,0.0,0.0
993,시래기 고등어조림 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,군고구마 오븐에 굽다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,초간단 코코넛로쉐~*,473.6,0.8,4.24,37.6,1.84,35.52,0.0,0.0,21.6,2.712,168.8,443.2,29.6,0.0,0.0,0.0,0.048,0.082,0.496,1.2,0.0,0.0,33.344,0.0,0.0
996,손쉬운 갈치조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,고등어 조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,삼치감자조림,79.0,78.8,2.34,0.09,0.9,17.87,0.0,1.9,5.0,0.49,50.0,351.0,1.0,1.0,0.0,8.0,0.12,0.052,0.11,0.0,0.0,0.0,0.02,0.0,0.0
999,비건 레드벨벳케이크 어린이날 간식으로 만들어보세요,456.0,2.04,0.144,0.024,0.24,117.564,111.42,0.0,57.6,0.828,1.2,112.8,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,촉촉하고 부드러운 흑임자 파운드 케이크 :),514.5,80.7,2.916,3.012,0.843,122.541,115.128,0.0,159.3,0.873,76.8,241.5,54.0,49.5,49.5,0.0,0.018,0.146,0.27,0.72,0.0,8.73,1.953,0.126,0.0
1001,밥도둑 칼칼한 조기조림,511.65,420.06,17.265,5.465,9.256,107.959,7.695,19.42,56.9,4.096,394.75,2659.35,1237.6,188.2,0.0,2240.9,0.777,0.888,3.436,4.04,0.0,0.0,0.552,0.015,12.0
1002,햄&치즈 피아디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,집에서 만들어먹는 구운 계란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,단호박꿀구이,93.9,4.32,0.114,0.006,0.141,25.419,20.154,0.0,3.0,0.042,2.4,60.9,0.3,0.0,0.0,0.0,0.0,0.425,0.075,0.0,0.0,0.0,0.003,0.0,0.0
1005,[초간단 간식]어른도 아이도 좋아하는/ 믹스 없이!! 모닝빵 팬케이크 만들기,78.0,104.88,3.696,3.984,0.804,6.636,4.944,0.0,135.6,0.06,100.8,171.6,43.2,66.0,66.0,0.0,0.024,0.194,0.36,0.96,0.0,11.64,2.604,0.168,0.0
1006,굴비조림,57.0,0.255,0.018,0.003,0.03,14.696,13.927,0.0,7.2,0.104,0.15,14.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,든든한 한끼 간식입니다. 햄치즈샌드푸딩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,초간단 새우 꼬치구이~*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,브레드 푸딩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,초간단 조개 오븐구이~*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,조기조림,338.85,223.21,13.844,18.972,13.005,35.99,7.983,17.145,142.35,20.304,356.0,1452.6,3607.2,291.05,0.0,3486.2,0.336,1.51,4.585,16.0,0.0,0.0,1.81,0.084,0.0
1012,꽁치 수박껍질조림,80.0,79.6,2.28,2.54,0.74,14.84,2.1,0.0,6.0,0.48,56.0,333.0,0.0,0.0,0.0,0.0,0.13,0.01,0.28,3.8,0.0,0.0,0.02,0.0,12.0
1013,"얼그레이 오렌지 케이크. 향긋함, 달콤함 그리고 촉촉하기까지",323.0,1.445,0.102,0.017,0.17,83.274,78.922,0.0,40.8,0.586,0.85,79.9,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,단호박 요리 / 단호박 버터구이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,"프레첼 머랭 쿠키의 업그레이드 ""초코 프레첼 머랭 쿠키""",247.0,1.105,0.078,0.013,0.13,63.68,60.352,0.0,31.2,0.448,0.65,61.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,꾸우덕한 오레오 치즈케이크 :),451.2,4.48,0.16,0.06,0.22,115.09,92.85,0.0,51.6,1.09,3.4,94.4,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,홍삼데리야끼소스 닭가슴살,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,통새우 소금구이 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,가래떡을 품은 닭가슴살 치즈 떡말이,103.15,53.395,5.376,1.16,16.048,19.046,14.42,2.19,55.6,1.137,142.95,553.35,6002.0,0.2,0.0,2.25,0.125,0.118,0.829,0.185,0.0,0.0,0.065,0.003,0.0
1020,달걀 모자를 쓴 부인 크로스 마담,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1021,오색찬란 무지개빛! 집에서 만드는 레인보우 크레이프 케이크,2486.16,753.807,91.228,122.106,13.277,250.593,127.679,0.0,1364.89,29.333,3016.9,1316.25,1329.12,1816.0,1816.0,0.0,1.824,4.804,4.36,4.96,0.0,60.14,13.454,0.868,0.0
1022,머랭,666.0,84.0,28.8,40.6,3.2,43.4,0.0,0.0,244.0,11.2,998.0,130.0,276.0,590.0,590.0,0.0,0.68,1.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,또띠아 간식,554.5,147.15,17.3,34.94,3.66,46.95,5.47,9.75,60.5,2.5,380.0,1090.0,400.0,0.0,0.0,0.0,0.35,0.155,1.26,3.2,0.0,0.0,3.535,0.0,0.0
1024,또띠아롤 # 디저트 # 에어프라이어,333.0,42.0,14.4,20.3,1.6,21.7,0.0,0.0,122.0,5.6,499.0,65.0,138.0,295.0,295.0,0.0,0.34,0.76,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1025,삼치조림 시래기로 맛있게 만들기,30.6,63.54,5.328,0.027,18.909,2.223,0.261,0.36,35.1,0.594,108.9,591.3,7199.1,0.0,0.0,0.0,0.126,0.098,0.783,0.0,0.0,0.0,0.0,0.0,0.0
1026,아이간식...소시지 떡구이,137.55,0.03,0.0,14.938,0.01,0.021,0.0,0.0,6.45,0.262,14.85,8.4,2.4,0.15,0.0,1.65,0.0,0.01,0.0,0.0,0.0,0.0,2.198,0.044,0.0
1027,웨지감자~*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,파인 튤립햄 새우 꼬치,46.05,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.752,0.002,0.0
1029,회오리감자를 닮은! 회오리오븐감자구이,237.0,236.4,7.02,0.27,2.7,53.61,0.0,5.7,15.0,1.47,150.0,1053.0,3.0,3.0,0.0,24.0,0.36,0.156,0.33,0.0,0.0,0.0,0.06,0.0,0.0
1030,두부참치 두루치기,445.75,1.28,1.329,45.778,0.53,6.083,1.745,3.77,14.35,0.752,49.05,262.5,3.7,63.35,0.0,759.25,0.043,0.226,0.843,0.0,0.0,0.0,6.857,0.057,0.0
1031,진한 초코 파운드 케이크 만들기 !,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,황태강정 만드는 법,418.65,5.685,5.98,33.657,2.356,27.321,7.852,16.965,48.45,2.726,183.6,1160.25,10.65,276.6,0.0,3316.65,0.194,0.993,3.794,0.0,0.0,0.0,5.061,0.11,0.0
1033,묵은지 고등어조림,15.3,31.77,2.664,0.014,9.455,1.112,0.13,0.18,17.55,0.297,54.45,295.65,3599.55,0.0,0.0,0.0,0.063,0.049,0.392,0.0,0.0,0.0,0.0,0.0,0.0
1034,삼치조림 만들기,144.6,64.05,5.364,0.033,18.969,31.614,28.116,0.36,49.5,0.801,109.2,619.5,7204.5,0.0,0.0,0.0,0.126,0.098,0.783,0.0,0.0,0.0,0.0,0.0,0.0
1035,마늘맛 오징어버터구이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,녹차 브레드 푸딩,368.5,138.26,4.781,5.276,1.135,80.551,71.185,2.8,187.9,0.417,129.8,270.7,60.4,83.5,82.5,12.0,0.04,0.27,0.53,1.55,0.0,14.55,3.295,0.22,0.0
1037,밥한공기 뚝딱~!/고구마줄기 고등어조림,214.95,42.645,3.57,14.96,12.646,16.198,14.101,0.24,37.05,0.762,87.6,416.7,4804.5,0.15,0.0,1.65,0.084,0.076,0.522,0.0,0.0,0.0,2.198,0.044,0.0
1038,크림치즈 요리 / 크림치즈 계란 토스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,또띠아로 호떡 만들기,356.5,1.55,7.3,34.4,0.9,5.85,1.25,3.75,42.5,1.3,140.0,270.0,2.0,0.0,0.0,0.0,0.13,0.075,0.5,0.0,0.0,0.0,3.435,0.0,0.0
1040,에어프라이어 레시피 군고구마 만들기,115.0,470.5,2.4,0.55,1.75,24.8,0.0,22.5,625.0,2.25,40.0,155.0,15.0,45.0,0.0,555.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1041,매콤한 닭고기 간장조림,9.9,7.28,0.5,0.027,0.138,2.055,0.211,0.3,0.9,0.06,12.0,41.0,19.9,0.0,0.0,0.0,0.011,0.004,0.038,0.16,0.0,0.0,0.005,0.0,0.0
1042,무청시래기 닭조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,[오븐] 고구마치즈볼 # 고구마치즈스틱,92.0,376.4,1.92,0.44,1.4,19.84,0.0,18.0,500.0,1.8,32.0,124.0,12.0,36.0,0.0,444.0,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0
1044,코코엘 코코넛오일 웨지감자,237.0,236.4,7.02,0.27,2.7,53.61,0.0,5.7,15.0,1.47,150.0,1053.0,3.0,3.0,0.0,24.0,0.36,0.156,0.33,0.0,0.0,0.0,0.06,0.0,0.0
1045,간고등어 양파 조림,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,치즈샌드 토스트ㅣ초간단 고급 디저트 [by.집밥한그릇],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,딸기 샤블레 / 디저트 /프랑스 과자,228.0,1.02,0.072,0.012,0.12,58.782,55.71,0.0,28.8,0.414,0.6,56.4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,세발나물 요리 / 세발나물 크레페,23.0,92.0,2.29,0.28,1.23,4.2,0.0,3.8,103.0,0.82,45.0,223.0,249.0,343.0,0.0,4110.0,0.32,0.097,0.25,2.8,0.0,0.0,0.05,0.0,0.0
1049,맥반석 계란 만들기 밥솥으로 뚝딱!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,[친환경자연쿡] 무염현미가래떡구이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,감자버터구이...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,고등어 조림,158.55,101.425,6.51,3.96,2.596,30.549,9.702,18.365,54.55,2.32,173.9,1278.45,12.85,276.3,0.0,3313.35,0.194,0.972,3.984,8.4,0.0,0.0,0.676,0.023,0.0
1053,양념이 맛있는 고등어조림,200.55,5.88,5.998,3.783,2.366,41.974,21.78,16.965,42.75,2.304,154.05,1157.55,8.55,276.3,0.0,3313.35,0.194,0.972,3.794,0.0,0.0,0.0,0.666,0.023,0.0
1054,라면땅 만들기2 초간단 재료로 뚝딱,171.0,0.765,0.054,0.009,0.09,44.086,41.782,0.0,21.6,0.31,0.45,42.3,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,고구마 오븐 군고구마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,두부 간장조림,25.5,52.95,4.44,0.022,15.758,1.852,0.217,0.3,29.25,0.495,90.75,492.75,5999.25,0.0,0.0,0.0,0.105,0.082,0.652,0.0,0.0,0.0,0.0,0.0,0.0
1057,유자콜라닭날개조림,20.4,42.36,3.552,0.018,12.606,1.482,0.174,0.24,23.4,0.396,72.6,394.2,4799.4,0.0,0.0,0.0,0.084,0.065,0.522,0.0,0.0,0.0,0.0,0.0,0.0
1058,에어프라이어 군고구마만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,바나나 파이 ( Banana pie ) 만들기,660.5,72.3,9.14,2.46,6.335,159.765,109.86,14.0,108.5,2.225,210.0,2671.5,20.0,139.5,27.5,1340.0,0.15,0.321,2.95,0.4,0.0,4.85,1.385,0.07,0.0
1060,요즘 잘안보이는 겨울간식 공갈빵을 만들어 봐요,76.32,0.454,0.024,0.004,1.846,19.674,18.57,0.0,12.58,0.666,0.2,21.3,795.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,바베큐소스맛 삼겹살 조림,15.3,31.77,2.664,0.014,9.455,1.112,0.13,0.18,17.55,0.297,54.45,295.65,3599.55,0.0,0.0,0.0,0.063,0.049,0.392,0.0,0.0,0.0,0.0,0.0,0.0
1062,바나나고구마구이,647.9,54.963,8.524,1.796,8.458,158.759,109.036,14.0,89.625,2.875,193.2,2646.025,1003.1,128.5,16.5,1340.0,0.146,0.289,2.89,0.24,0.0,2.91,0.951,0.042,0.0
1063,"천기누설, 고혈압 완화에 좋은 숙주 들깨무침",503.55,80.63,8.721,47.112,8.146,10.38,1.248,1.32,415.35,6.648,291.0,410.9,2434.35,45.8,0.0,551.3,0.231,0.156,0.348,7.84,0.0,0.0,4.428,0.087,0.0
1064,새콤한 오징어초무침,326.1,104.988,4.438,9.41,3.229,60.472,47.5,9.313,79.525,1.772,116.9,828.5,614.15,153.225,0.0,1841.5,0.147,0.535,2.162,3.4,0.0,0.0,1.442,0.033,0.0
1065,휴게소 버터감자구이 만들기,316.8,315.485,9.36,0.36,8.115,71.68,0.0,7.6,27.45,3.28,200.0,1410.25,1984.6,4.0,0.0,32.0,0.48,0.208,0.44,0.0,0.0,0.0,0.08,0.0,0.0
1066,굴소스 닭고기조림,1117.3,868.17,169.624,13.134,19.995,74.092,2.23,3.98,113.55,7.357,1690.45,3714.65,4185.55,2.0,0.0,16.0,1.553,1.203,15.292,3.8,0.0,0.0,0.06,0.0,292.0
1067,삼치감자조림,104.85,2.13,2.011,1.263,0.809,23.788,16.545,5.655,19.05,0.837,51.45,395.25,4.65,92.1,0.0,1104.45,0.064,0.324,1.264,0.0,0.0,0.0,0.222,0.008,0.0
1068,갈치조림 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,은행 요리 / 은행 버터구이,129.82,23.049,2.506,1.026,2.561,27.858,6.308,2.15,8.38,1.058,96.05,318.2,793.14,12.0,0.0,145.5,0.11,0.015,0.74,5.05,0.0,0.0,0.105,0.035,0.0
1070,친절한 라앤타의 땡스 기빙 호박 이야기3 - 단호박 오븐 구이,164.4,2.01,10.605,14.454,1.329,1.602,0.0,1.47,11.4,2.586,346.2,206.4,1.8,0.6,0.0,8.1,0.027,0.055,0.465,0.0,0.0,0.0,2.454,0.015,0.0
1071,갈치조림 만들기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,칼칼한 갈치조림,7.1,2.91,0.68,0.344,0.704,0.363,0.02,0.24,5.7,0.162,10.4,23.65,257.6,0.05,0.0,0.35,0.022,0.009,0.034,0.0,0.0,0.0,0.05,0.001,0.0
