recipe_title,recipe_ingredients,ingredient1,quantity1,unit1,ingredient2,quantity2,unit2,ingredient3,quantity3,unit3,ingredient4,quantity4,unit4,ingredient5,quantity5,unit5,ingredient6,quantity6,unit6,ingredient7,quantity7,unit7,ingredient8,quantity8,unit8,ingredient9,quantity9,unit9,ingredient10,quantity10,unit10,ingredient11,quantity11,unit11,ingredient12,quantity12,unit12,ingredient13,quantity13,unit13,ingredient14,quantity14,unit14,ingredient15,quantity15,unit15,ingredient16,quantity16,unit16,ingredient17,quantity17,unit17,ingredient18,quantity18,unit18,ingredient19,quantity19,unit19,ingredient20,quantity20,unit20
밥 한그릇 비벼먹는 간단한 계란볶음장,"{'재료': ['삶은계란5알', '양파1/4개', '대파흰부분10cm', '청양고추2개', '올리브유2T'], '양념': ['매실청2T', '올리고당1T', '굴소스1.5T', '멸치액젓1T', '고춧가루1T', '물1/2소주컵']}",삶은계란,5,알,양파,1/4,개,대파흰부분,10,cm,청양고추,2,개,올리브유,2,T,매실청,2,T,올리고당,1,T,굴소스,1.5,T,멸치액젓,1,T,고춧가루,1,T,물,1/2,소주컵,,,,,,,,,,,,,,,,,,,,,,,,,,,
닭가슴살 감자채 볶음,"{'재료': ['닭가슴살130g', '양파1/2개', '감자3개'], '양념': ['다진마늘1T', '통깨1T']}",닭가슴살,130,g,양파,1/2,개,감자,3,개,다진마늘,1,T,통깨,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
호박볶음 들깨가루 넣어서 더 맛있어요^^,"{'재료': ['애호박1개', '양파채1줌', '다진마늘0.5스푼', '국간장1스푼', '들깨가루1스푼', '들기름1스푼']}",애호박,1,개,양파채,1,줌,다진마늘,0.5,스푼,국간장,1,스푼,들깨가루,1,스푼,들기름,1,스푼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
간장진미채볶음. 간편한 마른반찬. 밑반찬.,"{'재료': ['진미채150g', '마요네즈1T'], '볶음양념': ['간장3T', '설탕2T', '올리고당1T', '다진마늘1T', '참기름1T', '통깨1T']}",진미채,150,g,마요네즈,1,T,간장,3,T,설탕,2,T,올리고당,1,T,다진마늘,1,T,참기름,1,T,통깨,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
견과류멸치볶음...,"{'재료': ['잔멸치2컵', '아몬드1/2컵'], '양념': ['간장1T', '소주2T', '생강청1T', '설탕1T', '마늘1T', '올리고당3T', '참기름1T', '깨약간']}",잔멸치,2,컵,아몬드,1/2,컵,간장,1,T,소주,2,T,생강청,1,T,설탕,1,T,마늘,1,T,올리고당,3,T,참기름,1,T,깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중국식오이김치~마라황과 - 딸에게#,"{'재료': ['오이3개', '천일염1T', '식초1/2컵', '설탕5T', '두반장1', '참기름1']}",오이,3,개,천일염,1,T,식초,1/2,컵,설탕,5,T,두반장,1,,참기름,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유부어묵볶음 밥반찬 만들기,"{'재료': ['유부10개', '어묵4장', '마늘', '청양고추', '대파'], '양념': ['고춧가루2큰술', '간장2큰술', '설탕1큰술', '올리고당1큰술', '후추약간', '참기름약간', '통깨약간', '기름']}",유부,10,개,어묵,4,장,마늘,,,청양고추,,,대파,,,고춧가루,2,큰술,간장,2,큰술,설탕,1,큰술,올리고당,1,큰술,후추약간,,,참기름약간,,,통깨약간,,,기름,,,,,,,,,,,,,,,,,,,,,,,
취향저격 야매중국요리♪ 지삼선 / 가지감자볶음,"{'재료': ['가지1개', '감자1개', '피망1개', '기름적당량', '마늘2-3알', '소금약간'], '양념장': ['물1/3컵', '간장1T', '굴소스1T', '설탕0.5t'], '전분물': ['물5-6T', '전분가루4T']}",가지,1,개,감자,1,개,피망,1,개,기름적당량,,,마늘,2-3,알,소금약간,,,물,1/3,컵,간장,1,T,굴소스,1,T,설탕,0.5,t,물,5-6,T,전분가루,4,T,,,,,,,,,,,,,,,,,,,,,,,,
간단 소세지 감자볶음~*,"{'재료': ['감자2', '비엔나소세지7'], '양념': ['소금', '카놀라유', '통깨솔솔', '후추톡톡']}",감자,2,,비엔나소세지,7,,소금,,,카놀라유,,,통깨솔솔,,,후추톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콩나물 볶음 볶으면 아삭하고 고소해 더 맛있어요,"{'재료': ['콩나물400g', '대파1대', '청양고추2개', '홍고추1개'], '양념': ['고춧가루2T', '간장2T', '다진마늘1T', '참기름1T', '깨', '소금2꼬집']}",콩나물,400,g,대파,1,대,청양고추,2,개,홍고추,1,개,고춧가루,2,T,간장,2,T,다진마늘,1,T,참기름,1,T,깨,,,소금,2,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"쉬운반찬, 매운 어묵볶음, 밑반찬으로 딱이죠!","{'재료': ['죽봉어묵1봉지(5개)', '양파1/2개', '당근1/3개'], '양념': ['다진마늘1T', '진간장5T', '올리고당3T', '고춧가루2T', '통깨톡톡']}",죽봉어묵,1,봉지,양파,1/2,개,당근,1/3,개,다진마늘,1,T,진간장,5,T,올리고당,3,T,고춧가루,2,T,통깨톡톡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청양고추 마늘 멸치볶음,"{'재료': ['청양고추11/2공기', '중멸치1공기', '마늘2/3공기', '홍고추1개', '식용유5큰술'], '양념': ['간장5큰술', '설탕2큰술', '맛술2큰술', '물200ml', '올리고당4큰술', '참기름1큰술', '깨1큰술']}",청양고추,11/2,공기,중멸치,1,공기,마늘,2/3,공기,홍고추,1,개,식용유,5,큰술,간장,5,큰술,설탕,2,큰술,맛술,2,큰술,물,200,ml,올리고당,4,큰술,참기름,1,큰술,깨,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,
간단한 반찬 베이컨 팽이버섯 볶음 만드는 법 아이들도 맛있게 먹을 수 있는 반찬입니다.,"{'재료': ['베이컨7줄', '팽이버섯2개', '마늘5개', '노란파프리카1/2개', '빨간파프리카1/2개', '굴소스1T', '볶은참깨1T', '식용유1T']}",베이컨,7,줄,팽이버섯,2,개,마늘,5,개,노란파프리카,1/2,개,빨간파프리카,1/2,개,굴소스,1,T,볶은참깨,1,T,식용유,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
감자볶음 만드는법 진짜 쉬운 황금레시피,"{'재료': ['감자작은거2개', '양파1/2개', '다진마늘1/2스푼', '소금', '후추', '통깨']}",감자작은거,2,개,양파,1/2,개,다진마늘,1/2,스푼,소금,,,후추,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발사믹 식초 요리 / 발사믹 식초 머쉬룸,"{'재료': ['느타리버섯120g', '양파1/4개', '발사믹식초40ml', '다진마늘1/2Ts', '꿀1/2Ts', '올리브오일2Ts', '소금1꼬집', '후춧가루1꼬집']}",느타리버섯,120,g,양파,1/4,개,발사믹식초,40,ml,다진마늘,1/2,Ts,꿀,1/2,Ts,올리브오일,2,Ts,소금,1,꼬집,후춧가루,1,꼬집,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
콩나물 볶음,"{'콩나물 볶음 재료': ['콩나물1봉지', '양파1/4개', '파약간', '매운고추1개', '홍고추약간', '깐마늘3개', '식용유약간', '참기름약간', '깨소금1큰술'], '양념': ['참치액젓1큰술', '국간장2큰술', '고춧가루1.5큰술']}",콩나물,1,봉지,양파,1/4,개,파약간,,,매운고추,1,개,홍고추약간,,,깐마늘,3,개,식용유약간,,,참기름약간,,,깨소금,1,큰술,참치액젓,1,큰술,국간장,2,큰술,고춧가루,1.5,큰술,,,,,,,,,,,,,,,,,,,,,,,,
마구 집어먹게 되는 밥도둑 반찬 '소세지강정' 만들기,"{'재료': ['비엔나소세지250g', '통깨또는다진땅콩적당량'], '양념': ['케찹1/2TS', '간장1/2TS', '물엿1TS', '설탕1TS', '다진마늘1ts', '스리차소스1/2ts']}",비엔나소세지,250,g,통깨또는다진땅콩적당량,,,케찹,1/2,TS,간장,1/2,TS,물엿,1,TS,설탕,1,TS,다진마늘,1,ts,스리차소스,1/2,ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
북어껍질볶음 황태껍질볶음 에어프라이어로 쉽게 튀겨요,"{'재료': ['황태껍질손질후50g', '대파1/2대', '홍고추1개', '식용유6숟가락'], '양념(밥숟가락 계량)': ['다진마늘0.5숟가락', '간장2숟가락', '고춧가루0.5숟가락', '매실청1숟가락', '올리고당2숟가락', '참기름1숟가락', '통깨']}",황태껍질손질후,50,g,대파,1/2,대,홍고추,1,개,식용유,6,숟가락,다진마늘,0.5,숟가락,간장,2,숟가락,고춧가루,0.5,숟가락,매실청,1,숟가락,올리고당,2,숟가락,참기름,1,숟가락,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"백종원 오뎅볶음 누구나 쉽게 만들어요,","{'재료': ['어묵1접시', '대파1대', '양파1/2개', '식용유1큰술'], '양념장': ['다진마늘1/2큰술', '간장2큰술', '설탕1/2큰술', '참기름1/2큰술', '통깨1큰술', '물100ml']}",어묵,1,접시,대파,1,대,양파,1/2,개,식용유,1,큰술,다진마늘,1/2,큰술,간장,2,큰술,설탕,1/2,큰술,참기름,1/2,큰술,통깨,1,큰술,물,100,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참치김치볶음 만들기 만만한 밥반찬!,"{'재료': ['참치1봉or1캔(90-100g)', '묵은지1줌', '양파1/4개', '대파1대'], '기타 양념': ['설탕1티스푼김치염도에따라조절)', '고춧가루1스푼', '참기름1바퀴']}",참치,1,봉or,묵은지,1,줌,양파,1/4,개,대파,1,대,설탕,1,티스푼김치염도에따라조절,고춧가루,1,스푼,참기름,1,바퀴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
느타리버섯 들깨볶음 만들기,"{'재료': ['느타리버섯', '들깨가루', '소금', '후추', '다진마늘', '식용유']}",느타리버섯,,,들깨가루,,,소금,,,후추,,,다진마늘,,,식용유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보리새우볶음만들기,"{'재료': ['보리새우1봉지60g', '식용유2T', '진간장1T', '올리고당3T', '들기름1T', '깨1개']}",보리새우,1,봉지,식용유,2,T,진간장,1,T,올리고당,3,T,들기름,1,T,깨,1,개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참치 야채 고추장 볶음,"{'재료': ['캔참치1캔(150g)', '당근1/2개', '양파1개', '표고버섯큰것1개', '피망1개', '청양고추1개'], '양념': ['포도씨유약간', '참기름1/2ts', '통깨약간'], '섞어두기': ['고추장2+1/2Ts', '조청1Ts', '다진마늘1ts']}",캔참치,1,캔,당근,1/2,개,양파,1,개,표고버섯큰것,1,개,피망,1,개,청양고추,1,개,포도씨유약간,,,참기름,1/2,ts,통깨약간,,,고추장,2+1/2,Ts,조청,1,Ts,다진마늘,1,ts,,,,,,,,,,,,,,,,,,,,,,,,
쉬운 반찬 애호박 볶음,"{'재료': ['애호박1개', '양파1/2개', '홍고추1개'], '양념': ['새우젓1티스푼', '다진마늘1큰술', '카놀라유', '통깨솔솔']}",애호박,1,개,양파,1/2,개,홍고추,1,개,새우젓,1,티스푼,다진마늘,1,큰술,카놀라유,,,통깨솔솔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"매콤달콤 부드럽고 촉촉한, 일등반찬!! 진미채(오징어채) 볶음 만들어요~!","{'재료': ['진미채(오징어채)1봉지', '다진파약간', '통깨약간'], '양념': ['고추장2큰술', '간장1.5큰술', '물엿2큰술', '설탕1/2큰술', '다진마늘1큰술', '참기름1/2큰술', '고춧가루1큰술']}",진미채(오징어채),1,봉지,다진파약간,,,통깨약간,,,고추장,2,큰술,간장,1.5,큰술,물엿,2,큰술,설탕,1/2,큰술,다진마늘,1,큰술,참기름,1/2,큰술,고춧가루,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
귀차니즘의 최애 반찬 멸치볶음 만들기,"{'재료': ['볶음용잔멸치2줌', '식용유2큰술', '올리고당5큰술', '설탕1큰술', '진간장1큰술', '깨소금약간', '참기름1/2큰술']}",볶음용잔멸치,2,줌,식용유,2,큰술,올리고당,5,큰술,설탕,1,큰술,진간장,1,큰술,깨소금약간,,,참기름,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마른반찬 쥐포볶음,"{'재료': ['쥐포(손바닥크기)8개'], '양념': ['', '고추장1', '케찹1', '다진마늘1', '올리고당2', '간장1', '청주1', '물1/3', '마요네즈1', '통깨약간']}",쥐포(손바닥크기),8,개,고추장,1,,케찹,1,,다진마늘,1,,올리고당,2,,간장,1,,청주,1,,물,1/3,,마요네즈,1,,통깨약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"여름반찬, 국물자박한 호박나물","{'재료': ['애호박1개', '양파1/2개', '다진마늘1큰술', '참기름1+1/2큰술', '새우젓1/2큰술', '다시마멸치육수1+1/2컵갈은깨1큰술']}",애호박,1,개,양파,1/2,개,다진마늘,1,큰술,참기름,1+1/2,큰술,새우젓,1/2,큰술,다시마멸치육수,1+1/2,컵갈은깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
양배추 자장볶음,"{'재료': ['양배추300g', '소금1꼬집', '후춧가루1꼬집', '짜장가루3Ts']}",양배추,300,g,소금,1,꼬집,후춧가루,1,꼬집,짜장가루,3,Ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
고소한 카레아몬드 멸치 볶음,"{'재료': ['잔멸치2컵', '다진마늘1작은술', '기름1큰술', '카레1큰술', '아몬드1/2컵'], '양념': ['설탕1큰술', '물엿1큰술']}",잔멸치,2,컵,다진마늘,1,작은술,기름,1,큰술,카레,1,큰술,아몬드,1/2,컵,설탕,1,큰술,물엿,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬 고추장 멸치볶음,"{'재료': ['멸치110g', '청양초5개', '통마늘5톨'], '양념': ['고추장1.5큰술', '고춧가루1/2큰술', '간장1/2큰술', '올리고당3큰술', '다진마늘1/2큰술', '참기름1큰술', '통깨솔솔', '물1/2컵']}",멸치,110,g,청양초,5,개,통마늘,5,톨,고추장,1.5,큰술,고춧가루,1/2,큰술,간장,1/2,큰술,올리고당,3,큰술,다진마늘,1/2,큰술,참기름,1,큰술,통깨솔솔,,,물,1/2,컵,,,,,,,,,,,,,,,,,,,,,,,,,,,
"완전 간단한 밑반찬, 가지볶음 만들기","{'재료/양념': ['가지큰사이즈면2개작으면3개', '양파1/4개', '홍고추아주조금/없으면안넣어도무방', '소금1두꼬집', '간장1.5T', '굴소스1T', '설탕0.5t', '깨소금(깨으깬것)1t', '참기름1t', '기름(식용유/카놀라유등)3T', '파다진것2t', '마늘다진것2t']}",가지큰사이즈면,2,개작으면,양파,1/4,개,홍고추아주조금,/,없으면안넣어도무방,소금,1,두꼬집,간장,1.5,T,굴소스,1,T,설탕,0.5,t,깨소금(깨으깬것),1,t,참기름,1,t,기름,,,파다진것,2,t,마늘다진것,2,t,,,,,,,,,,,,,,,,,,,,,,,,
아귀포 매운고추장 볶음,"{'재료': ['아귀포200g', '간장1T', '매운고추장2T', '고추가루2T', '다진마늘1T', '청주1T', '올리고당1T', '마요네즈1T', '참기름1T', '통깨1T', '포도씨유1T', '실파약간']}",아귀포,200,g,간장,1,T,매운고추장,2,T,고추가루,2,T,다진마늘,1,T,청주,1,T,올리고당,1,T,마요네즈,1,T,참기름,1,T,통깨,1,T,포도씨유,1,T,실파약간,,,,,,,,,,,,,,,,,,,,,,,,,,
아이들도 좋아하는 쉽고 빠른 밑반찬 감자볶음만들기,"{'재료': ['감자', '양파', '파프리카'], '양념': ['대파', '다진마늘', '소금', '후추가루', '참기름', '통깨']}",감자,,,양파,,,파프리카,,,대파,,,다진마늘,,,소금,,,후추가루,,,참기름,,,통깨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬 어묵버섯볶음,"{'재료': ['어묵3장', '느타리버섯1팩(200g)', '양파1/4개', '당근약간(색감을위해)'], '양념재료': ['간장3스푼', '청주2스푼', '올리고당2스푼', '다진마늘0.5스푼'], '추가 양념': ['참기름0.5스푼', '통깨0.5스푼', '후춧가루적당량']}",어묵,3,장,느타리버섯,1,팩,양파,1/4,개,당근약간(색감을위해),,,간장,3,스푼,청주,2,스푼,올리고당,2,스푼,다진마늘,0.5,스푼,참기름,0.5,스푼,통깨,0.5,스푼,후춧가루적당량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밑반찬으로 굿!비린내 없는 미역줄기 볶음 만들기,"{'재료': ['미역줄기볶음1웅큼', '대파1대', '다진마늘1T'], '양념': ['국간장적당히', '후추톡톡', '참기름1T', '통깨1T']}",미역줄기볶음,1,웅큼,대파,1,대,다진마늘,1,T,국간장적당히,,,후추톡톡,,,참기름,1,T,통깨,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
매일 반찬 한가지~ 팽이버섯 감자채볶음,"{'재료': ['감자2개', '팽이1봉', '양파1/2개', '식용유1큰술', '참기름1큰술', '굴소스2큰술', '청양고추2개', '소금약간', '후추약간']}",감자,2,개,팽이,1,봉,양파,1/2,개,식용유,1,큰술,참기름,1,큰술,굴소스,2,큰술,청양고추,2,개,소금약간,,,후추약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
밥 반찬으로 어묵떡야채볶음 만들어 냠냠냠 ~,"{'재료': ['어묵200g', '떡국떡200g', '당근조금', '양파1/2개', '꽈리고추1줌', '카놀라유', '통깨'], '양념': ['간장3T', '고추가루1T', '마늘1T', '설탕1T', '올리고당2T', '맛술1T', '참기름약간', '후추']}",어묵,200,g,떡국떡,200,g,당근조금,,,양파,1/2,개,꽈리고추,1,줌,카놀라유,,,통깨,,,간장,3,T,고추가루,1,T,마늘,1,T,설탕,1,T,올리고당,2,T,맛술,1,T,참기름약간,,,후추,,,,,,,,,,,,,,,,,
가지볶음 만들기,"{'재료': ['가지3개', '양파1/2개', '파프리카조금씩(선택)', '소금약간', '들기름2'], '양념': ['간장2', '굴소스1', '맛술2', '올리고당1', '다진마늘1', '고추가루1']}",가지,3,개,양파,1/2,개,파프리카조금씩(선택),,,소금약간,,,들기름,2,,간장,2,,굴소스,1,,맛술,2,,올리고당,1,,다진마늘,1,,고추가루,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여러가지 버섯을 넣어 간단 반찬만들기! 모둠 버섯볶음,"{'필수 재료': ['느타리버섯150g', '표고버섯3개', '백만송이버섯100g', '양파1/2개', '대파10cm', '다진마늘1/2숟가락', '국간장1숟가락', '소금1작은숟가락', '후추약간', '깨소금1숟가락', '참기름1숟가락']}",느타리버섯,150,g,표고버섯,3,개,백만송이버섯,100,g,양파,1/2,개,대파,10,cm,다진마늘,1/2,숟가락,국간장,1,숟가락,소금,1,작은숟가락,후추약간,,,깨소금,1,숟가락,참기름,1,숟가락,,,,,,,,,,,,,,,,,,,,,,,,,,,
tv 만물상 소고기 오이볶음,"{'재료': ['오이1개', '한우(살치살)소고기1/2컵(50g)', '홍고추1/4개', '청양고추1/2개', '소금1작은술', '설탕1/2큰술'], '양념': ['들기름1큰술', '깨소금약간', '후추약간'], '소고기 양념': ['간장1작은술', '참기름1작은술', '다진마늘1작은술']}",오이,1,개,한우(살치살),,소고기,홍고추,1/4,개,청양고추,1/2,개,소금,1,작은술,설탕,1/2,큰술,들기름,1,큰술,깨소금약간,,,후추약간,,,간장,1,작은술,참기름,1,작은술,다진마늘,1,작은술,,,,,,,,,,,,,,,,,,,,,,,,
수미네반찬/5분이면 뚝딱! 소시지 김치볶음,"{'재료': ['비엔나소시지15개', '묵은지100g', '황설탕0.5스푼', '들기름2스푼', '참기름1스푼', '깨소금약간']}",비엔나소시지,15,개,묵은지,100,g,황설탕,0.5,스푼,들기름,2,스푼,참기름,1,스푼,깨소금약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
곤드레 나물,"{'재료': ['건곤드레나물1팩'], '양념': ['집간장2Ts', '액젓2Ts', '다진파2Ts', '다진마늘2Ts', '소금약간', '참기름2Ts', '깨소금1Ts']}",건곤드레나물,1,팩,집간장,2,Ts,액젓,2,Ts,다진파,2,Ts,다진마늘,2,Ts,소금약간,,,참기름,2,Ts,깨소금,1,Ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국민반찬 어묵볶음~*,"{'재료': ['납작어묵5장', '양파1/2개', '대파적당량', '청양초1개'], '양념': ['간장3큰술', '올리고당2큰술', '다진마늘1/2큰술']}",납작어묵,5,장,양파,1/2,개,대파적당량,,,청양초,1,개,간장,3,큰술,올리고당,2,큰술,다진마늘,1/2,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
백종원의 황금래시피로 '어묵볶음'따라잡기,"{'재료': ['어묵4장', '양파1/2쪽', '다진마늘1숟갈', '간장4숟갈', '설탕1숟갈', '파1/2쪽', '홍당무조금', '홍.청청양고추각1개', '생수1컵(종이컵)', '카놀라유3숟갈', '참기름1숟갈', '통깨1/2숟갈']}",어묵,4,장,양파,1/2,쪽,다진마늘,1,숟갈,간장,4,숟갈,설탕,1,숟갈,파,1/2,쪽,홍당무조금,,,홍,.,청청양고추각,생수,1,컵,카놀라유,3,숟갈,참기름,1,숟갈,통깨,1/2,숟갈,,,,,,,,,,,,,,,,,,,,,,,,
동남아 요리 1탄! 초간단 공심채 볶음,"{'재료': ['공심채1단', '다진마늘1ts', '홍고추1개', '굴소스2T', '멸치액젓1T']}",공심채,1,단,다진마늘,1,ts,홍고추,1,개,굴소스,2,T,멸치액젓,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#새우젓의 감칠맛이 나는 무나물만들기 #매콤한 건고추로 색과 매콤한 맛도 추가로 넣어 준 쉽고 간단하게 만드는,"{'재료': ['무중1/2개', '다진마늘1작은술', '다진파2큰술', '건고추3개', '새우젓1큰술', '참기름2큰술', '통깨1큰술']}",무중,1/2,개,다진마늘,1,작은술,다진파,2,큰술,건고추,3,개,새우젓,1,큰술,참기름,2,큰술,통깨,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세상 쉽고 간단한 콩나물 볶음 만들기,"{'재료': ['콩나물1봉지', '양파1/4개', '대파약간', '청양고추1개', '식용유약간'], '양념 재료': ['다진마늘1스푼', '고춧가루1스푼', '참치액1스푼', '국간장2스푼', '통깨약간', '참기름약간']}",콩나물,1,봉지,양파,1/4,개,대파약간,,,청양고추,1,개,식용유약간,,,다진마늘,1,스푼,고춧가루,1,스푼,참치액,1,스푼,국간장,2,스푼,통깨약간,,,참기름약간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
바삭하고 고소한 건과류 멸치볶음 만드는법,"{'재료': ['잔멸치160g', '견과류', '설탕1큰술', '통깨'], '양념': ['진간장2큰술', '올리고당3큰술', '다진마늘1티스푼', '맛술1큰술']}",잔멸치,160,g,견과류,,,설탕,1,큰술,통깨,,,진간장,2,큰술,올리고당,3,큰술,다진마늘,1,티스푼,맛술,1,큰술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
